0,0.39814814814814814
1,0.8693693693693694
1,0.5935828877005348
0,0.5445026178010471
0,0.32950191570881227
0,0.5903083700440529
1,0.7597765363128491
0,0.5161290322580645
0,0.44086021505376344
1,0.9794520547945206
1,0.9513888888888888
1,0.9764705882352941
1,0.8117647058823529
0,0.4411764705882353
0,0.4888888888888889
1,0.813953488372093
0,0.6111111111111112
1,1.0
1,0.634020618556701
1,0.5829383886255924
1,0.6379310344827587
0,0.42038216560509556
1,0.6877637130801688
1,0.6766467065868264
1,0.7692307692307693
1,0.7122641509433962
1,0.6299212598425197
1,0.7157360406091371
0,0.3320610687022901
1,0.7172131147540983
1,0.8782608695652174
1,0.5298013245033113
0,0.5721153846153846
0,0.319672131147541
0,0.53
1,0.78
0,0.6526946107784432
0,0.4439461883408072
1,0.6650246305418719
1,0.7281553398058253
1,0.7620481927710844
1,0.9470198675496688
1,0.3684210526315789
0,0.5328947368421053
0,0.6184971098265896
0,0.5103092783505154
0,0.5798319327731093
0,0.40703517587939697
0,0.5154639175257731
1,0.5845410628019324
1,0.6171875
1,1.0
1,0.9916666666666667
0,0.550561797752809
0,0.41935483870967744
1,0.8351648351648352
1,0.9270833333333334
0,0.4928909952606635
1,0.7087378640776699
1,0.8633879781420765
1,0.9606060606060606
0,0.4380165289256198
1,0.7336683417085427
1,0.5138888888888888
0,0.4861111111111111
1,0.8451882845188284
1,0.485
1,0.9506726457399103
1,0.551219512195122
0,0.3612565445026178
